primo	envios	tipo	ganancia	rank
152267	14000	public	410850000	6
152267	14500	public	398383333	6
152267	15000	public	403700000	6
152267	15500	public	400858333	6
152267	16000	public	388850000	6
152267	16500	public	380141667	6
152267	17000	public	383900000	6
152267	17500	public	379041667	6
152267	18000	public	378858333	6
152267	18500	public	373725000	6
152267	19000	public	358875000	6
152267	4000	private	261485714	6
152267	4500	private	275982143	6
152267	5000	private	293739286	6
152267	5500	private	298767857	6
152267	6000	private	309964286	6
152267	6500	private	321828571	6
152267	7000	private	326739286	6
152267	7500	private	338210714	6
152267	8000	private	357225000	6
152267	8500	private	354160714	6
152267	9000	private	363785714	6
152267	9500	private	364492857	6
152267	10000	private	371171429	6
152267	10500	private	366732143	6
152267	11000	private	362410714	6
152267	11500	private	364532143	6
152267	12000	private	372978571	6
152267	12500	private	370385714	6
152267	13000	private	371407143	6
152267	13500	private	370346429	6
152267	14000	private	364492857	6
152267	14500	private	365907143	6
152267	15000	private	365985714	6
152267	15500	private	360132143	6
152267	16000	private	347207143	6
152267	16500	private	342296429	6
152267	17000	private	338328571	6
152267	17500	private	334910714	6
152267	18000	private	331060714	6
152267	18500	private	326189286	6
152267	19000	private	319196429	6
166297	4000	public	261891667	6
166297	4500	public	270508333	6
166297	5000	public	282150000	6
166297	5500	public	295808333	6
166297	6000	public	314875000	6
166297	6500	public	337333333	6
166297	7000	public	341825000	6
166297	7500	public	353466667	6
166297	8000	public	353741667	6
166297	8500	public	355575000	6
166297	9000	public	369416667	6
166297	9500	public	377666667	6
166297	10000	public	383350000	6
166297	10500	public	391050000	6
166297	11000	public	392883333	6
166297	11500	public	394075000	6
166297	12000	public	391691667	6
166297	12500	public	390683333	6
166297	13000	public	390316667	6
166297	13500	public	384175000	6
166297	14000	public	385641667	6
166297	14500	public	382066667	6
166297	15000	public	378033333	6
166297	15500	public	372808333	6
166297	16000	public	372075000	6
166297	16500	public	376933333	6
166297	17000	public	376750000	6
166297	17500	public	377575000	6
166297	18000	public	375283333	6
166297	18500	public	379041667	6
166297	19000	public	370333333	6
166297	4000	private	271189286	6
166297	4500	private	277710714	6
166297	5000	private	298650000	6
166297	5500	private	306153571	6
166297	6000	private	339625000	6
166297	6500	private	344928571	6
166297	7000	private	345360714	6
166297	7500	private	350585714	6
166297	8000	private	357539286	6
166297	8500	private	357539286	6
166297	9000	private	353964286	6
166297	9500	private	359071429	6
166297	10000	private	354278571	6
166297	10500	private	365907143	6
166297	11000	private	365907143	6
166297	11500	private	370896429	6
166297	12000	private	372703571	6
166297	12500	private	378635714	6
166297	13000	private	374864286	6
166297	13500	private	364139286	6
166297	14000	private	359582143	6
166297	14500	private	357185714	6
166297	15000	private	353414286	6
166297	15500	private	351725000	6
166297	16000	private	343396429	6
166297	16500	private	342100000	6
166297	17000	private	342964286	6
166297	17500	private	335539286	6
166297	18000	private	331021429	6
166297	18500	private	327053571	6
166297	19000	private	322142857	6
188179	4000	public	262166667	6
188179	4500	public	281600000	6
188179	5000	public	293700000	6
188179	5500	public	311483333	6
188179	6000	public	326791667	6
188179	6500	public	339991667	6
188179	7000	public	359241667	6
188179	7500	public	367216667	6
188179	8000	public	365016667	6
188179	8500	public	381975000	6
188179	9000	public	382983333	6
188179	9500	public	375100000	6
188179	10000	public	371800000	6
188179	10500	public	380508333	6
188179	11000	public	391966667	6
188179	11500	public	393525000	6
188179	12000	public	393983333	6
188179	12500	public	388208333	6
188179	13000	public	386008333	6
188179	13500	public	397741667	6
188179	14000	public	391691667	6
188179	14500	public	381883333	6
188179	15000	public	389400000	6
188179	15500	public	405900000	6
188179	16000	public	403333333	6
188179	16500	public	390591667	6
188179	17000	public	376291667	6
188179	17500	public	373633333	6
188179	18000	public	364283333	6
188179	18500	public	360433333	6
188179	19000	public	358508333	6
188179	4000	private	261642857	6
188179	4500	private	283957143	6
188179	5000	private	285842857	6
188179	5500	private	304150000	6
188179	6000	private	325089286	6
188179	6500	private	331217857	6
188179	7000	private	339467857	6
188179	7500	private	347835714	6
188179	8000	private	352707143	6
188179	8500	private	355653571	6
188179	9000	private	359150000	6
188179	9500	private	364885714	6
188179	10000	private	367085714	6
188179	10500	private	370425000	6
188179	11000	private	366300000	6
188179	11500	private	369560714	6
188179	12000	private	374864286	6
188179	12500	private	378125000	6
188179	13000	private	378282143	6
188179	13500	private	367753571	6
188179	14000	private	367989286	6
188179	14500	private	361978571	6
188179	15000	private	354828571	6
188179	15500	private	343828571	6
188179	16000	private	347285714	6
188179	16500	private	344103571	6
188179	17000	private	340017857	6
188179	17500	private	338800000	6
188179	18000	private	335735714	6
188179	18500	private	333457143	6
188179	19000	private	328782143	6
405157	4000	public	265741667	6
405157	4500	public	284350000	6
405157	5000	public	297091667	6
405157	5500	public	306258333	6
405157	6000	public	317625000	6
405157	6500	public	333391667	6
405157	7000	public	333483333	6
405157	7500	public	337058333	6
405157	8000	public	3.52e+08	6
405157	8500	public	364466667	6
405157	9000	public	390408333	6
405157	9500	public	385091667	6
405157	10000	public	379133333	6
405157	10500	public	376658333	6
405157	11000	public	377575000	6
405157	11500	public	376475000	6
405157	12000	public	387933333	6
405157	12500	public	392700000	6
405157	13000	public	383258333	6
405157	13500	public	373358333	6
405157	14000	public	381333333	6
405157	14500	public	370333333	6
405157	15000	public	360616667	6
405157	15500	public	357866667	6
405157	16000	public	354658333	6
405157	16500	public	351908333	6
405157	17000	public	353191667	6
405157	17500	public	356216667	6
405157	18000	public	350991667	6
405157	18500	public	344941667	6
405157	19000	public	346041667	6
405157	4000	private	264825000	6
405157	4500	private	274921429	6
405157	5000	private	292246429	6
405157	5500	private	301675000	6
405157	6000	private	313303571	6
405157	6500	private	329332143	6
405157	7000	private	336364286	6
405157	7500	private	346617857	6
405157	8000	private	3.52e+08	6
405157	8500	private	352157143	6
405157	9000	private	352825000	6
405157	9500	private	354317857	6
405157	10000	private	359228571	6
405157	10500	private	362646429	6
405157	11000	private	359896429	6
405157	11500	private	358010714	6
405157	12000	private	357028571	6
405157	12500	private	368342857	6
405157	13000	private	373175000	6
405157	13500	private	368775000	6
405157	14000	private	367714286	6
405157	14500	private	362214286	6
405157	15000	private	359307143	6
405157	15500	private	350271429	6
405157	16000	private	349289286	6
405157	16500	private	349682143	6
405157	17000	private	346775000	6
405157	17500	private	336835714	6
405157	18000	private	327289286	6
405157	18500	private	321239286	6
405157	19000	private	316839286	6
491299	4000	public	250708333	6
491299	4500	public	274725000	6
491299	5000	public	292966667	6
491299	5500	public	287741667	6
491299	6000	public	307083333	6
491299	6500	public	321108333	6
491299	7000	public	336050000	6
491299	7500	public	362450000	6
491299	8000	public	370333333	6
491299	8500	public	373175000	6
491299	9000	public	370241667	6
491299	9500	public	386466667	6
491299	10000	public	377941667	6
491299	10500	public	376750000	6
491299	11000	public	381241667	6
491299	11500	public	378400000	6
491299	12000	public	386466667	6
491299	12500	public	391600000	6
491299	13000	public	389033333	6
491299	13500	public	383716667	6
491299	14000	public	385183333	6
491299	14500	public	382525000	6
491299	15000	public	386191667	6
491299	15500	public	388941667	6
491299	16000	public	387475000	6
491299	16500	public	392975000	6
491299	17000	public	383625000	6
491299	17500	public	374091667	6
491299	18000	public	374825000	6
491299	18500	public	364466667	6
491299	19000	public	358600000	6
491299	4000	private	269696429	6
491299	4500	private	280617857	6
491299	5000	private	284585714	6
491299	5500	private	300182143	6
491299	6000	private	309964286	6
491299	6500	private	317310714	6
491299	7000	private	328978571	6
491299	7500	private	338878571	6
491299	8000	private	344142857	6
491299	8500	private	356282143	6
491299	9000	private	361467857	6
491299	9500	private	363157143	6
491299	10000	private	358167857	6
491299	10500	private	359464286	6
491299	11000	private	361467857	6
491299	11500	private	369757143	6
491299	12000	private	363942857	6
491299	12500	private	360957143	6
491299	13000	private	353414286	6
491299	13500	private	351764286	6
491299	14000	private	350350000	6
491299	14500	private	347560714	6
491299	15000	private	348346429	6
491299	15500	private	343239286	6
491299	16000	private	346225000	6
491299	16500	private	347796429	6
491299	17000	private	347875000	6
491299	17500	private	346460714	6
491299	18000	private	337503571	6
491299	18500	private	331728571	6
491299	19000	private	327171429	6
531911	4000	public	272158333	6
531911	4500	public	293058333	6
531911	5000	public	304791667	6
531911	5500	public	315608333	6
531911	6000	public	327708333	6
531911	6500	public	340541667	6
531911	7000	public	348150000	6
531911	7500	public	355850000	6
531911	8000	public	364833333	6
531911	8500	public	368958333	6
531911	9000	public	362175000	6
531911	9500	public	371341667	6
531911	10000	public	397558333	6
531911	10500	public	394350000	6
531911	11000	public	389858333	6
531911	11500	public	398566667	6
531911	12000	public	396183333	6
531911	12500	public	389216667	6
531911	13000	public	400583333	6
531911	13500	public	387475000	6
531911	14000	public	382341667	6
531911	14500	public	380600000	6
531911	15000	public	374366667	6
531911	15500	public	377575000	6
531911	16000	public	371616667	6
531911	16500	public	368958333	6
531911	17000	public	381058333	6
531911	17500	public	388850000	6
531911	18000	public	386925000	6
531911	18500	public	380233333	6
531911	19000	public	3.74e+08	6
531911	4000	private	271503571	6
531911	4500	private	283760714	6
531911	5000	private	298375000	6
531911	5500	private	310239286	6
531911	6000	private	323125000	6
531911	6500	private	337267857	6
531911	7000	private	342650000	6
531911	7500	private	354278571	6
531911	8000	private	355928571	6
531911	8500	private	356517857	6
531911	9000	private	358639286	6
531911	9500	private	366496429	6
531911	10000	private	370189286	6
531911	10500	private	370778571	6
531911	11000	private	368775000	6
531911	11500	private	364257143	6
531911	12000	private	362921429	6
531911	12500	private	363550000	6
531911	13000	private	365750000	6
531911	13500	private	361153571	6
531911	14000	private	364139286	6
531911	14500	private	357814286	6
531911	15000	private	361271429	6
531911	15500	private	357539286	6
531911	16000	private	354592857	6
531911	16500	private	353375000	6
531911	17000	private	350546429	6
531911	17500	private	344850000	6
531911	18000	private	338603571	6
531911	18500	private	331257143	6
531911	19000	private	328428571	6
542981	4000	public	261800000	6
542981	4500	public	2.86e+08	6
542981	5000	public	287283333	6
542981	5500	public	302775000	6
542981	6000	public	307266667	6
542981	6500	public	318450000	6
542981	7000	public	353558333	6
542981	7500	public	358508333	6
542981	8000	public	368866667	6
542981	8500	public	377116667	6
542981	9000	public	386100000	6
542981	9500	public	387475000	6
542981	10000	public	381883333	6
542981	10500	public	383441667	6
542981	11000	public	387841667	6
542981	11500	public	393616667	6
542981	12000	public	393433333	6
542981	12500	public	396366667	6
542981	13000	public	382341667	6
542981	13500	public	375100000	6
542981	14000	public	361441667	6
542981	14500	public	365841667	6
542981	15000	public	367858333	6
542981	15500	public	366208333	6
542981	16000	public	371800000	6
542981	16500	public	368775000	6
542981	17000	public	374275000	6
542981	17500	public	385091667	6
542981	18000	public	395633333	6
542981	18500	public	382983333	6
542981	19000	public	372900000	6
542981	4000	private	268085714	6
542981	4500	private	277357143	6
542981	5000	private	288592857	6
542981	5500	private	303167857	6
542981	6000	private	316171429	6
542981	6500	private	323164286	6
542981	7000	private	348189286	6
542981	7500	private	346853571	6
542981	8000	private	346342857	6
542981	8500	private	351450000	6
542981	9000	private	359385714	6
542981	9500	private	365867857	6
542981	10000	private	367478571	6
542981	10500	private	361310714	6
542981	11000	private	368067857	6
542981	11500	private	375807143	6
542981	12000	private	371957143	6
542981	12500	private	373057143	6
542981	13000	private	368853571	6
542981	13500	private	372742857	6
542981	14000	private	366810714	6
542981	14500	private	359425000	6
542981	15000	private	356203571	6
542981	15500	private	356125000	6
542981	16000	private	352942857	6
542981	16500	private	345596429	6
542981	17000	private	339310714	6
542981	17500	private	333889286	6
542981	18000	private	333300000	6
542981	18500	private	330078571	6
542981	19000	private	324185714	6
817111	4000	public	258775000	6
817111	4500	public	282791667	6
817111	5000	public	297183333	6
817111	5500	public	302591667	6
817111	6000	public	309925000	6
817111	6500	public	318266667	6
817111	7000	public	3.41e+08	6
817111	7500	public	359058333	6
817111	8000	public	367858333	6
817111	8500	public	376566667	6
817111	9000	public	386741667	6
817111	9500	public	395633333	6
817111	10000	public	404066667	6
817111	10500	public	401866667	6
817111	11000	public	396458333	6
817111	11500	public	394075000	6
817111	12000	public	395358333	6
817111	12500	public	3.85e+08	6
817111	13000	public	385183333	6
817111	13500	public	386283333	6
817111	14000	public	377575000	6
817111	14500	public	376566667	6
817111	15000	public	369691667	6
817111	15500	public	374733333	6
817111	16000	public	373083333	6
817111	16500	public	390683333	6
817111	17000	public	380508333	6
817111	17500	public	370425000	6
817111	18000	public	375925000	6
817111	18500	public	369233333	6
817111	19000	public	366575000	6
817111	4000	private	275667857	6
817111	4500	private	286589286	6
817111	5000	private	296921429	6
817111	5500	private	303246429	6
817111	6000	private	318175000	6
817111	6500	private	321671429	6
817111	7000	private	336285714	6
817111	7500	private	341903571	6
817111	8000	private	342060714	6
817111	8500	private	357971429	6
817111	9000	private	362253571	6
817111	9500	private	357657143	6
817111	10000	private	361114286	6
817111	10500	private	365985714	6
817111	11000	private	358089286	6
817111	11500	private	358325000	6
817111	12000	private	363275000	6
817111	12500	private	360642857	6
817111	13000	private	362921429	6
817111	13500	private	358521429	6
817111	14000	private	353610714	6
817111	14500	private	351685714	6
817111	15000	private	352275000	6
817111	15500	private	346185714	6
817111	16000	private	338250000	6
817111	16500	private	337778571	6
817111	17000	private	339782143	6
817111	17500	private	333889286	6
817111	18000	private	332317857	6
817111	18500	private	337542857	6
817111	19000	private	330039286	6
862307	4000	public	264916667	6
862307	4500	public	282516667	6
862307	5000	public	294433333	6
862307	5500	public	299200000	6
862307	6000	public	310016667	6
862307	6500	public	329175000	6
862307	7000	public	360066667	6
862307	7500	public	367675000	6
862307	8000	public	376016667	6
862307	8500	public	368775000	6
862307	9000	public	372900000	6
862307	9500	public	373541667	6
862307	10000	public	368133333	6
862307	10500	public	378491667	6
862307	11000	public	380050000	6
862307	11500	public	385458333	6
862307	12000	public	393800000	6
862307	12500	public	391600000	6
862307	13000	public	397375000	6
862307	13500	public	390408333	6
862307	14000	public	381150000	6
862307	14500	public	384358333	6
862307	15000	public	381058333	6
862307	15500	public	378491667	6
862307	16000	public	387108333	6
862307	16500	public	383075000	6
862307	17000	public	381241667	6
862307	17500	public	374825000	6
862307	18000	public	368775000	6
862307	18500	public	366391667	6
862307	19000	public	356308333	6
862307	4000	private	254178571	6
862307	4500	private	270992857	6
862307	5000	private	304385714	6
862307	5500	private	317271429	6
862307	6000	private	318135714	6
862307	6500	private	326425000	6
862307	7000	private	340685714	6
862307	7500	private	347639286	6
862307	8000	private	344850000	6
862307	8500	private	350310714	6
862307	9000	private	358757143	6
862307	9500	private	360839286	6
862307	10000	private	370228571	6
862307	10500	private	369717857	6
862307	11000	private	374550000	6
862307	11500	private	377732143	6
862307	12000	private	371800000	6
862307	12500	private	375100000	6
862307	13000	private	371839286	6
862307	13500	private	363039286	6
862307	14000	private	361507143	6
862307	14500	private	360917857	6
862307	15000	private	358403571	6
862307	15500	private	350860714	6
862307	16000	private	347953571	6
862307	16500	private	339467857	6
862307	17000	private	331610714	6
862307	17500	private	333575000	6
862307	18000	private	332239286	6
862307	18500	private	332475000	6
862307	19000	private	325010714	6
141871	4000	public	253825000	7
141871	4500	public	271608333	7
141871	5000	public	302408333	7
141871	5500	public	325325000	7
141871	6000	public	334033333	7
141871	6500	public	335866667	7
141871	7000	public	365200000	7
141871	7500	public	363366667	7
141871	8000	public	370516667	7
141871	8500	public	372166667	7
141871	9000	public	380600000	7
141871	9500	public	388758333	7
141871	10000	public	386833333	7
141871	10500	public	387383333	7
141871	11000	public	385091667	7
141871	11500	public	402508333	7
141871	12000	public	403058333	7
141871	12500	public	407183333	7
141871	13000	public	417541667	7
141871	13500	public	416808333	7
141871	14000	public	414975000	7
141871	14500	public	424508333	7
141871	15000	public	414241667	7
141871	15500	public	414516667	7
141871	16000	public	415708333	7
141871	16500	public	413141667	7
141871	17000	public	417633333	7
141871	17500	public	407550000	7
141871	18000	public	398108333	7
141871	18500	public	383258333	7
141871	19000	public	372808333	7
141871	4000	private	266789286	7
141871	4500	private	291382143	7
141871	5000	private	302539286	7
141871	5500	private	318646429	7
141871	6000	private	321985714	7
141871	6500	private	329842857	7
141871	7000	private	336914286	7
141871	7500	private	346342857	7
141871	8000	private	358207143	7
141871	8500	private	366142857	7
141871	9000	private	379028571	7
141871	9500	private	381032143	7
141871	10000	private	384214286	7
141871	10500	private	381621429	7
141871	11000	private	381817857	7
141871	11500	private	384567857	7
141871	12000	private	383546429	7
141871	12500	private	379421429	7
141871	13000	private	377339286	7
141871	13500	private	373725000	7
141871	14000	private	370582143	7
141871	14500	private	368853571	7
141871	15000	private	369325000	7
141871	15500	private	362135714	7
141871	16000	private	359267857	7
141871	16500	private	350153571	7
141871	17000	private	341157143	7
141871	17500	private	335264286	7
141871	18000	private	330667857	7
141871	18500	private	331532143	7
141871	19000	private	327367857	7
152267	4000	public	276008333	7
152267	4500	public	275641667	7
152267	5000	public	293700000	7
152267	5500	public	303233333	7
152267	6000	public	321750000	7
152267	6500	public	336050000	7
152267	7000	public	346041667	7
152267	7500	public	343841667	7
152267	8000	public	356125000	7
152267	8500	public	357316667	7
152267	9000	public	360983333	7
152267	9500	public	370975000	7
152267	10000	public	390775000	7
152267	10500	public	395083333	7
152267	11000	public	393066667	7
152267	11500	public	394533333	7
152267	12000	public	409658333	7
152267	12500	public	418458333	7
152267	13000	public	420016667	7
152267	13500	public	415433333	7
152267	14000	public	408191667	7
152267	14500	public	400400000	7
152267	15000	public	396091667	7
152267	15500	public	393341667	7
152267	16000	public	386283333	7
152267	16500	public	387200000	7
152267	17000	public	3.85e+08	7
152267	17500	public	382341667	7
152267	18000	public	373450000	7
152267	18500	public	366208333	7
152267	19000	public	373083333	7
152267	4000	private	269853571	7
152267	4500	private	299082143	7
152267	5000	private	310985714	7
152267	5500	private	320257143	7
152267	6000	private	331964286	7
152267	6500	private	339192857	7
152267	7000	private	356125000	7
152267	7500	private	360996429	7
152267	8000	private	369089286	7
152267	8500	private	375650000	7
152267	9000	private	371721429	7
152267	9500	private	382367857	7
152267	10000	private	380953571	7
152267	10500	private	381464286	7
152267	11000	private	381542857	7
152267	11500	private	381700000	7
152267	12000	private	382289286	7
152267	12500	private	380875000	7
152267	13000	private	374707143	7
152267	13500	private	374314286	7
152267	14000	private	368775000	7
152267	14500	private	366614286	7
152267	15000	private	359817857	7
152267	15500	private	353925000	7
152267	16000	private	346735714	7
152267	16500	private	347128571	7
152267	17000	private	344142857	7
152267	17500	private	338210714	7
152267	18000	private	339664286	7
152267	18500	private	341982143	7
152267	19000	private	338250000	7
166297	4000	public	261066667	7
166297	4500	public	278575000	7
166297	5000	public	299750000	7
166297	5500	public	314141667	7
166297	6000	public	318908333	7
166297	6500	public	328900000	7
166297	7000	public	333025000	7
166297	7500	public	344116667	7
166297	8000	public	355025000	7
166297	8500	public	357316667	7
166297	9000	public	362358333	7
166297	9500	public	381425000	7
166297	10000	public	393433333	7
166297	10500	public	395541667	7
166297	11000	public	400766667	7
166297	11500	public	406450000	7
166297	12000	public	413966667	7
166297	12500	public	426708333	7
166297	13000	public	412683333	7
166297	13500	public	423683333	7
166297	14000	public	413966667	7
166297	14500	public	418183333	7
166297	15000	public	410575000	7
166297	15500	public	410758333	7
166297	16000	public	400216667	7
166297	16500	public	398291667	7
166297	17000	public	397833333	7
166297	17500	public	391508333	7
166297	18000	public	393525000	7
166297	18500	public	383808333	7
166297	19000	public	373908333	7
166297	4000	private	271542857	7
166297	4500	private	289967857	7
166297	5000	private	303678571	7
166297	5500	private	318725000	7
166297	6000	private	333182143	7
166297	6500	private	337542857	7
166297	7000	private	339703571	7
166297	7500	private	346735714	7
166297	8000	private	356989286	7
166297	8500	private	364650000	7
166297	9000	private	374275000	7
166297	9500	private	373175000	7
166297	10000	private	371957143	7
166297	10500	private	365553571	7
166297	11000	private	365671429	7
166297	11500	private	365592857	7
166297	12000	private	369442857	7
166297	12500	private	374196429	7
166297	13000	private	373135714	7
166297	13500	private	375492857	7
166297	14000	private	364728571	7
166297	14500	private	363707143	7
166297	15000	private	367753571	7
166297	15500	private	370032143	7
166297	16000	private	364335714	7
166297	16500	private	359660714	7
166297	17000	private	351214286	7
166297	17500	private	349996429	7
166297	18000	private	346775000	7
166297	18500	private	336010714	7
166297	19000	private	333182143	7
188179	4000	public	262350000	7
188179	4500	public	267483333	7
188179	5000	public	283525000	7
188179	5500	public	288475000	7
188179	6000	public	319733333	7
188179	6500	public	335316667	7
188179	7000	public	328900000	7
188179	7500	public	333758333	7
188179	8000	public	359516667	7
188179	8500	public	367033333	7
188179	9000	public	373358333	7
188179	9500	public	385183333	7
188179	10000	public	385916667	7
188179	10500	public	383258333	7
188179	11000	public	406633333	7
188179	11500	public	400400000	7
188179	12000	public	401591667	7
188179	12500	public	402416667	7
188179	13000	public	397100000	7
188179	13500	public	401408333	7
188179	14000	public	403883333	7
188179	14500	public	407366667	7
188179	15000	public	403700000	7
188179	15500	public	390316667	7
188179	16000	public	387658333	7
188179	16500	public	389125000	7
188179	17000	public	392700000	7
188179	17500	public	389583333	7
188179	18000	public	385366667	7
188179	18500	public	378858333	7
188179	19000	public	377941667	7
188179	4000	private	266278571	7
188179	4500	private	290007143	7
188179	5000	private	307489286	7
188179	5500	private	317153571	7
188179	6000	private	340685714	7
188179	6500	private	342650000	7
188179	7000	private	354042857	7
188179	7500	private	354317857	7
188179	8000	private	364492857	7
188179	8500	private	371485714	7
188179	9000	private	371132143	7
188179	9500	private	374707143	7
188179	10000	private	368892857	7
188179	10500	private	377103571	7
188179	11000	private	385157143	7
188179	11500	private	388614286	7
188179	12000	private	381032143	7
188179	12500	private	376750000	7
188179	13000	private	376671429	7
188179	13500	private	377182143	7
188179	14000	private	370621429	7
188179	14500	private	365200000	7
188179	15000	private	365985714	7
188179	15500	private	358364286	7
188179	16000	private	357146429	7
188179	16500	private	357303571	7
188179	17000	private	354985714	7
188179	17500	private	346107143	7
188179	18000	private	345557143	7
188179	18500	private	347560714	7
188179	19000	private	337739286	7
405157	4000	public	253825000	7
405157	4500	public	268491667	7
405157	5000	public	278941667	7
405157	5500	public	302133333	7
405157	6000	public	312125000	7
405157	6500	public	320283333	7
405157	7000	public	339075000	7
405157	7500	public	355300000	7
405157	8000	public	359241667	7
405157	8500	public	363091667	7
405157	9000	public	361625000	7
405157	9500	public	380508333	7
405157	10000	public	386466667	7
405157	10500	public	395633333	7
405157	11000	public	401133333	7
405157	11500	public	398566667	7
405157	12000	public	388758333	7
405157	12500	public	396550000	7
405157	13000	public	406175000	7
405157	13500	public	415616667	7
405157	14000	public	416166667	7
405157	14500	public	406908333	7
405157	15000	public	400583333	7
405157	15500	public	406266667	7
405157	16000	public	407550000	7
405157	16500	public	404066667	7
405157	17000	public	393983333	7
405157	17500	public	385458333	7
405157	18000	public	374183333	7
405157	18500	public	367675000	7
405157	19000	public	372625000	7
405157	4000	private	271503571	7
405157	4500	private	281717857	7
405157	5000	private	296882143	7
405157	5500	private	317585714	7
405157	6000	private	326660714	7
405157	6500	private	341235714	7
405157	7000	private	357539286	7
405157	7500	private	360800000	7
405157	8000	private	363039286	7
405157	8500	private	357460714	7
405157	9000	private	366732143	7
405157	9500	private	373567857	7
405157	10000	private	378085714	7
405157	10500	private	376514286	7
405157	11000	private	382800000	7
405157	11500	private	386257143	7
405157	12000	private	388103571	7
405157	12500	private	390264286	7
405157	13000	private	382210714	7
405157	13500	private	378950000	7
405157	14000	private	377928571	7
405157	14500	private	370110714	7
405157	15000	private	365750000	7
405157	15500	private	364100000	7
405157	16000	private	356478571	7
405157	16500	private	352471429	7
405157	17000	private	351292857	7
405157	17500	private	349446429	7
405157	18000	private	342492857	7
405157	18500	private	338210714	7
405157	19000	private	338446429	7
491299	4000	public	267208333	7
491299	4500	public	280041667	7
491299	5000	public	291683333	7
491299	5500	public	314783333	7
491299	6000	public	326516667	7
491299	6500	public	334675000	7
491299	7000	public	349433333	7
491299	7500	public	348608333	7
491299	8000	public	352458333	7
491299	8500	public	361441667	7
491299	9000	public	369508333	7
491299	9500	public	370883333	7
491299	10000	public	390133333	7
491299	10500	public	399391667	7
491299	11000	public	399116667	7
491299	11500	public	402141667	7
491299	12000	public	410391667	7
491299	12500	public	412133333	7
491299	13000	public	410483333	7
491299	13500	public	428816667	7
491299	14000	public	429275000	7
491299	14500	public	417908333	7
491299	15000	public	418550000	7
491299	15500	public	412866667	7
491299	16000	public	404800000	7
491299	16500	public	395266667	7
491299	17000	public	3.96e+08	7
491299	17500	public	390041667	7
491299	18000	public	387108333	7
491299	18500	public	390683333	7
491299	19000	public	397925000	7
491299	4000	private	268910714	7
491299	4500	private	292482143	7
491299	5000	private	307135714	7
491299	5500	private	318450000	7
491299	6000	private	334635714	7
491299	6500	private	352353571	7
491299	7000	private	351528571	7
491299	7500	private	355810714	7
491299	8000	private	358089286	7
491299	8500	private	367596429	7
491299	9000	private	377496429	7
491299	9500	private	380835714	7
491299	10000	private	381228571	7
491299	10500	private	382760714	7
491299	11000	private	389950000	7
491299	11500	private	380010714	7
491299	12000	private	377260714	7
491299	12500	private	372585714	7
491299	13000	private	374078571	7
491299	13500	private	365435714	7
491299	14000	private	367596429	7
491299	14500	private	362253571	7
491299	15000	private	362764286	7
491299	15500	private	356557143	7
491299	16000	private	354514286	7
491299	16500	private	351528571	7
491299	17000	private	355142857	7
491299	17500	private	355339286	7
491299	18000	private	351096429	7
491299	18500	private	340921429	7
491299	19000	private	338603571	7
531911	4000	public	267025000	7
531911	4500	public	285816667	7
531911	5000	public	302225000	7
531911	5500	public	324866667	7
531911	6000	public	330458333	7
531911	6500	public	335775000	7
531911	7000	public	334125000	7
531911	7500	public	352641667	7
531911	8000	public	359608333	7
531911	8500	public	356400000	7
531911	9000	public	358325000	7
531911	9500	public	366575000	7
531911	10000	public	389125000	7
531911	10500	public	397283333	7
531911	11000	public	417633333	7
531911	11500	public	409016667	7
531911	12000	public	410575000	7
531911	12500	public	410300000	7
531911	13000	public	411766667	7
531911	13500	public	411308333	7
531911	14000	public	404525000	7
531911	14500	public	406908333	7
531911	15000	public	403883333	7
531911	15500	public	404066667	7
531911	16000	public	408650000	7
531911	16500	public	404250000	7
531911	17000	public	404891667	7
531911	17500	public	392791667	7
531911	18000	public	382800000	7
531911	18500	public	371800000	7
531911	19000	public	364558333	7
531911	4000	private	276846429	7
531911	4500	private	290007143	7
531911	5000	private	313617857	7
531911	5500	private	328271429	7
531911	6000	private	337660714	7
531911	6500	private	347167857	7
531911	7000	private	351803571	7
531911	7500	private	354082143	7
531911	8000	private	356596429	7
531911	8500	private	361900000	7
531911	9000	private	369717857	7
531911	9500	private	373253571	7
531911	10000	private	370660714	7
531911	10500	private	372664286	7
531911	11000	private	372585714	7
531911	11500	private	375492857	7
531911	12000	private	378753571	7
531911	12500	private	381228571	7
531911	13000	private	375100000	7
531911	13500	private	376082143	7
531911	14000	private	376632143	7
531911	14500	private	379539286	7
531911	15000	private	376907143	7
531911	15500	private	369757143	7
531911	16000	private	368578571	7
531911	16500	private	364964286	7
531911	17000	private	362332143	7
531911	17500	private	355732143	7
531911	18000	private	349800000	7
531911	18500	private	342728571	7
531911	19000	private	340332143	7
542981	4000	public	253183333	7
542981	4500	public	292966667	7
542981	5000	public	293791667	7
542981	5500	public	302866667	7
542981	6000	public	337516667	7
542981	6500	public	330550000	7
542981	7000	public	332016667	7
542981	7500	public	336875000	7
542981	8000	public	350533333	7
542981	8500	public	373358333	7
542981	9000	public	369233333	7
542981	9500	public	384633333	7
542981	10000	public	382341667	7
542981	10500	public	380508333	7
542981	11000	public	389033333	7
542981	11500	public	401316667	7
542981	12000	public	405350000	7
542981	12500	public	396366667	7
542981	13000	public	405350000	7
542981	13500	public	398200000	7
542981	14000	public	402691667	7
542981	14500	public	414241667	7
542981	15000	public	404158333	7
542981	15500	public	401591667	7
542981	16000	public	398383333	7
