primo	envios	tipo	ganancia	rank
188179	17500	public	376383333	3
188179	18000	public	376383333	3
188179	18500	public	369600000	3
188179	19000	public	362725000	3
188179	4000	private	262350000	3
188179	4500	private	276100000	3
188179	5000	private	301950000	3
188179	5500	private	316721429	3
188179	6000	private	325521429	3
188179	6500	private	336639286	3
188179	7000	private	346382143	3
188179	7500	private	354907143	3
188179	8000	private	354357143	3
188179	8500	private	354789286	3
188179	9000	private	354357143	3
188179	9500	private	358167857	3
188179	10000	private	364964286	3
188179	10500	private	363746429	3
188179	11000	private	365160714	3
188179	11500	private	374550000	3
188179	12000	private	374942857	3
188179	12500	private	3.74e+08	3
188179	13000	private	372625000	3
188179	13500	private	364178571	3
188179	14000	private	368028571	3
188179	14500	private	370896429	3
188179	15000	private	371092857	3
188179	15500	private	369914286	3
188179	16000	private	361821429	3
188179	16500	private	351175000	3
188179	17000	private	349760714	3
188179	17500	private	348621429	3
188179	18000	private	339978571	3
188179	18500	private	334242857	3
188179	19000	private	325403571	3
405157	4000	public	271791667	3
405157	4500	public	291866667	3
405157	5000	public	300116667	3
405157	5500	public	299658333	3
405157	6000	public	333025000	3
405157	6500	public	337425000	3
405157	7000	public	353375000	3
405157	7500	public	347875000	3
405157	8000	public	351725000	3
405157	8500	public	368408333	3
405157	9000	public	366116667	3
405157	9500	public	381058333	3
405157	10000	public	394808333	3
405157	10500	public	392791667	3
405157	11000	public	386283333	3
405157	11500	public	380325000	3
405157	12000	public	377575000	3
405157	12500	public	375100000	3
405157	13000	public	373083333	3
405157	13500	public	385183333	3
405157	14000	public	387200000	3
405157	14500	public	386008333	3
405157	15000	public	378583333	3
405157	15500	public	394075000	3
405157	16000	public	394991667	3
405157	16500	public	385183333	3
405157	17000	public	385091667	3
405157	17500	public	377391667	3
405157	18000	public	382891667	3
405157	18500	public	372900000	3
405157	19000	public	369966667	3
405157	4000	private	270089286	3
405157	4500	private	281128571	3
405157	5000	private	298807143	3
405157	5500	private	310789286	3
405157	6000	private	327132143	3
405157	6500	private	338603571	3
405157	7000	private	348267857	3
405157	7500	private	351410714	3
405157	8000	private	348975000	3
405157	8500	private	355182143	3
405157	9000	private	360092857	3
405157	9500	private	362332143	3
405157	10000	private	366653571	3
405157	10500	private	366732143	3
405157	11000	private	367164286	3
405157	11500	private	373646429	3
405157	12000	private	383467857	3
405157	12500	private	377457143	3
405157	13000	private	377535714	3
405157	13500	private	374707143	3
405157	14000	private	368342857	3
405157	14500	private	374353571	3
405157	15000	private	373607143	3
405157	15500	private	363039286	3
405157	16000	private	358717857	3
405157	16500	private	351135714	3
405157	17000	private	344103571	3
405157	17500	private	338760714	3
405157	18000	private	335617857	3
405157	18500	private	331257143	3
405157	19000	private	328585714	3
491299	4000	public	272066667	3
491299	4500	public	280041667	3
491299	5000	public	292508333	3
491299	5500	public	325966667	3
491299	6000	public	330458333	3
491299	6500	public	349341667	3
491299	7000	public	363550000	3
491299	7500	public	368408333	3
491299	8000	public	373541667	3
491299	8500	public	368683333	3
491299	9000	public	377025000	3
491299	9500	public	399758333	3
491299	10000	public	392150000	3
491299	10500	public	385733333	3
491299	11000	public	372258333	3
491299	11500	public	377483333	3
491299	12000	public	378033333	3
491299	12500	public	385091667	3
491299	13000	public	398200000	3
491299	13500	public	391966667	3
491299	14000	public	396366667	3
491299	14500	public	399116667	3
491299	15000	public	388941667	3
491299	15500	public	375741667	3
491299	16000	public	373175000	3
491299	16500	public	376291667	3
491299	17000	public	372900000	3
491299	17500	public	374091667	3
491299	18000	public	364741667	3
491299	18500	public	357683333	3
491299	19000	public	350716667	3
491299	4000	private	262114286	3
491299	4500	private	278339286	3
491299	5000	private	294210714	3
491299	5500	private	312085714	3
491299	6000	private	325089286	3
491299	6500	private	338210714	3
491299	7000	private	347050000	3
491299	7500	private	345753571	3
491299	8000	private	347482143	3
491299	8500	private	355064286	3
491299	9000	private	355417857	3
491299	9500	private	365317857	3
491299	10000	private	370935714	3
491299	10500	private	374471429	3
491299	11000	private	374746429	3
491299	11500	private	371721429	3
491299	12000	private	372271429	3
491299	12500	private	376317857	3
491299	13000	private	379342857	3
491299	13500	private	373371429	3
491299	14000	private	369128571	3
491299	14500	private	364021429	3
491299	15000	private	369167857	3
491299	15500	private	363039286	3
491299	16000	private	358639286	3
491299	16500	private	351803571	3
491299	17000	private	343042857	3
491299	17500	private	338603571	3
491299	18000	private	337110714	3
491299	18500	private	337778571	3
491299	19000	private	332121429	3
531911	4000	public	260975000	3
531911	4500	public	283800000	3
531911	5000	public	293333333	3
531911	5500	public	300025000	3
531911	6000	public	320100000	3
531911	6500	public	331283333	3
531911	7000	public	335591667	3
531911	7500	public	342100000	3
531911	8000	public	350075000	3
531911	8500	public	362541667	3
531911	9000	public	369050000	3
531911	9500	public	368041667	3
531911	10000	public	380600000	3
531911	10500	public	396183333	3
531911	11000	public	396916667	3
531911	11500	public	397741667	3
531911	12000	public	398841667	3
531911	12500	public	392791667	3
531911	13000	public	399116667	3
531911	13500	public	405441667	3
531911	14000	public	399575000	3
531911	14500	public	400583333	3
531911	15000	public	398291667	3
531911	15500	public	406083333	3
531911	16000	public	401225000	3
531911	16500	public	396458333	3
531911	17000	public	386741667	3
531911	17500	public	376016667	3
531911	18000	public	376383333	3
531911	18500	public	369141667	3
531911	19000	public	355758333	3
531911	4000	private	268439286	3
531911	4500	private	283014286	3
531911	5000	private	293857143	3
531911	5500	private	309060714	3
531911	6000	private	321671429	3
531911	6500	private	345950000	3
531911	7000	private	344889286	3
531911	7500	private	349171429	3
531911	8000	private	352825000	3
531911	8500	private	351410714	3
531911	9000	private	355692857	3
531911	9500	private	352196429	3
531911	10000	private	369600000	3
531911	10500	private	368421429	3
531911	11000	private	375178571	3
531911	11500	private	380325000	3
531911	12000	private	372782143	3
531911	12500	private	377732143	3
531911	13000	private	374235714	3
531911	13500	private	369167857	3
531911	14000	private	367753571	3
531911	14500	private	368107143	3
531911	15000	private	362017857	3
531911	15500	private	361035714	3
531911	16000	private	359189286	3
531911	16500	private	358875000	3
531911	17000	private	352825000	3
531911	17500	private	342492857	3
531911	18000	private	336835714	3
531911	18500	private	332867857	3
531911	19000	private	325246429	3
542981	4000	public	275733333	3
542981	4500	public	290125000	3
542981	5000	public	297275000	3
542981	5500	public	315150000	3
542981	6000	public	326791667	3
542981	6500	public	332291667	3
542981	7000	public	352458333	3
542981	7500	public	359700000	3
542981	8000	public	361808333	3
542981	8500	public	366208333	3
542981	9000	public	377391667	3
542981	9500	public	380966667	3
542981	10000	public	383716667	3
542981	10500	public	380416667	3
542981	11000	public	374275000	3
542981	11500	public	372991667	3
542981	12000	public	378583333	3
542981	12500	public	384358333	3
542981	13000	public	386650000	3
542981	13500	public	390683333	3
542981	14000	public	391325000	3
542981	14500	public	389216667	3
542981	15000	public	382066667	3
542981	15500	public	376750000	3
542981	16000	public	377575000	3
542981	16500	public	369783333	3
542981	17000	public	364191667	3
542981	17500	public	361533333	3
542981	18000	public	352825000	3
542981	18500	public	357683333	3
542981	19000	public	351450000	3
542981	4000	private	257400000	3
542981	4500	private	272446429	3
542981	5000	private	295310714	3
542981	5500	private	312007143	3
542981	6000	private	321946429	3
542981	6500	private	332946429	3
542981	7000	private	348660714	3
542981	7500	private	352628571	3
542981	8000	private	347796429	3
542981	8500	private	352982143	3
542981	9000	private	352117857	3
542981	9500	private	356085714	3
542981	10000	private	363550000	3
542981	10500	private	365750000	3
542981	11000	private	369167857	3
542981	11500	private	367360714	3
542981	12000	private	367321429	3
542981	12500	private	368775000	3
542981	13000	private	379578571	3
542981	13500	private	373921429	3
542981	14000	private	374432143	3
542981	14500	private	377692857	3
542981	15000	private	376828571	3
542981	15500	private	372035714	3
542981	16000	private	364610714	3
542981	16500	private	360878571	3
542981	17000	private	356203571	3
542981	17500	private	348700000	3
542981	18000	private	342217857	3
542981	18500	private	334635714	3
542981	19000	private	333378571	3
817111	4000	public	264275000	3
817111	4500	public	276833333	3
817111	5000	public	303141667	3
817111	5500	public	315333333	3
817111	6000	public	331100000	3
817111	6500	public	342558333	3
817111	7000	public	360708333	3
817111	7500	public	355391667	3
817111	8000	public	355483333	3
817111	8500	public	364283333	3
817111	9000	public	383075000	3
817111	9500	public	376108333	3
817111	10000	public	388025000	3
817111	10500	public	381883333	3
817111	11000	public	375008333	3
817111	11500	public	372716667	3
817111	12000	public	376933333	3
817111	12500	public	385733333	3
817111	13000	public	391233333	3
817111	13500	public	386283333	3
817111	14000	public	387291667	3
817111	14500	public	373541667	3
817111	15000	public	375008333	3
817111	15500	public	376475000	3
817111	16000	public	373908333	3
817111	16500	public	385366667	3
817111	17000	public	380233333	3
817111	17500	public	381883333	3
817111	18000	public	371983333	3
817111	18500	public	367400000	3
817111	19000	public	370608333	3
817111	4000	private	265453571	3
817111	4500	private	284428571	3
817111	5000	private	297510714	3
817111	5500	private	308785714	3
817111	6000	private	323242857	3
817111	6500	private	336403571	3
817111	7000	private	351410714	3
817111	7500	private	356046429	3
817111	8000	private	359935714	3
817111	8500	private	356950000	3
817111	9000	private	360682143	3
817111	9500	private	355025000	3
817111	10000	private	366417857	3
817111	10500	private	366692857	3
817111	11000	private	370425000	3
817111	11500	private	373764286	3
817111	12000	private	371171429	3
817111	12500	private	372900000	3
817111	13000	private	372900000	3
817111	13500	private	377378571	3
817111	14000	private	373017857	3
817111	14500	private	379696429	3
817111	15000	private	370425000	3
817111	15500	private	361153571	3
817111	16000	private	352039286	3
817111	16500	private	347914286	3
817111	17000	private	346185714	3
817111	17500	private	343121429	3
817111	18000	private	338721429	3
817111	18500	private	336757143	3
817111	19000	private	337739286	3
862307	4000	public	268675000	3
862307	4500	public	276283333	3
862307	5000	public	299566667	3
862307	5500	public	319183333	3
862307	6000	public	309650000	3
862307	6500	public	332108333	3
862307	7000	public	347233333	3
862307	7500	public	348333333	3
862307	8000	public	349250000	3
862307	8500	public	362266667	3
862307	9000	public	362175000	3
862307	9500	public	368591667	3
862307	10000	public	379408333	3
862307	10500	public	375466667	3
862307	11000	public	373266667	3
862307	11500	public	372625000	3
862307	12000	public	371341667	3
862307	12500	public	379866667	3
862307	13000	public	383075000	3
862307	13500	public	387108333	3
862307	14000	public	385275000	3
862307	14500	public	381333333	3
862307	15000	public	379683333	3
862307	15500	public	372991667	3
862307	16000	public	380416667	3
862307	16500	public	381058333	3
862307	17000	public	377666667	3
862307	17500	public	372258333	3
862307	18000	public	3.74e+08	3
862307	18500	public	360891667	3
862307	19000	public	357866667	3
862307	4000	private	261996429	3
862307	4500	private	281521429	3
862307	5000	private	295900000	3
862307	5500	private	316564286	3
862307	6000	private	318292857	3
862307	6500	private	339310714	3
862307	7000	private	347757143	3
862307	7500	private	346500000	3
862307	8000	private	342178571	3
862307	8500	private	346814286	3
862307	9000	private	355496429	3
862307	9500	private	356675000	3
862307	10000	private	363825000	3
862307	10500	private	369442857	3
862307	11000	private	371171429	3
862307	11500	private	380089286	3
862307	12000	private	384567857	3
862307	12500	private	381700000	3
862307	13000	private	376396429	3
862307	13500	private	370739286	3
862307	14000	private	366025000	3
862307	14500	private	370071429	3
862307	15000	private	365278571	3
862307	15500	private	359503571	3
862307	16000	private	357107143	3
862307	16500	private	349760714	3
862307	17000	private	347285714	3
862307	17500	private	336246429	3
862307	18000	private	331571429	3
862307	18500	private	328546429	3
862307	19000	private	332200000	3
141871	4000	public	265100000	4
141871	4500	public	288841667	4
141871	5000	public	296358333	4
141871	5500	public	314966667	4
141871	6000	public	324316667	4
141871	6500	public	336600000	4
141871	7000	public	356308333	4
141871	7500	public	361075000	4
141871	8000	public	376750000	4
141871	8500	public	384816667	4
141871	9000	public	393616667	4
141871	9500	public	394533333	4
141871	10000	public	381150000	4
141871	10500	public	385366667	4
141871	11000	public	394441667	4
141871	11500	public	400583333	4
141871	12000	public	401500000	4
141871	12500	public	403241667	4
141871	13000	public	4.07e+08	4
141871	13500	public	403883333	4
141871	14000	public	401316667	4
141871	14500	public	406541667	4
141871	15000	public	401133333	4
141871	15500	public	391508333	4
141871	16000	public	395816667	4
141871	16500	public	392975000	4
141871	17000	public	378491667	4
141871	17500	public	386283333	4
141871	18000	public	386650000	4
141871	18500	public	376200000	4
141871	19000	public	362175000	4
141871	4000	private	269814286	4
141871	4500	private	279282143	4
141871	5000	private	294132143	4
141871	5500	private	305800000	4
141871	6000	private	330864286	4
141871	6500	private	331100000	4
141871	7000	private	339153571	4
141871	7500	private	352039286	4
141871	8000	private	358678571	4
141871	8500	private	362292857	4
141871	9000	private	368735714	4
141871	9500	private	362842857	4
141871	10000	private	367792857	4
141871	10500	private	362057143	4
141871	11000	private	366810714	4
141871	11500	private	372821429	4
141871	12000	private	381071429	4
141871	12500	private	374825000	4
141871	13000	private	377142857	4
141871	13500	private	366692857	4
141871	14000	private	362292857	4
141871	14500	private	363982143	4
141871	15000	private	359228571	4
141871	15500	private	357853571	4
141871	16000	private	359935714	4
141871	16500	private	358796429	4
141871	17000	private	356360714	4
141871	17500	private	353807143	4
141871	18000	private	351292857	4
141871	18500	private	340842857	4
141871	19000	private	336639286	4
152267	4000	public	265283333	4
152267	4500	public	283891667	4
152267	5000	public	297733333	4
152267	5500	public	319183333	4
152267	6000	public	326975000	4
152267	6500	public	333208333	4
152267	7000	public	356125000	4
152267	7500	public	360525000	4
152267	8000	public	355758333	4
152267	8500	public	368041667	4
152267	9000	public	372441667	4
152267	9500	public	385183333	4
152267	10000	public	393066667	4
152267	10500	public	402416667	4
152267	11000	public	396916667	4
152267	11500	public	395541667	4
152267	12000	public	399575000	4
152267	12500	public	399758333	4
152267	13000	public	399666667	4
152267	13500	public	388666667	4
152267	14000	public	396458333	4
152267	14500	public	393525000	4
152267	15000	public	389766667	4
152267	15500	public	377391667	4
152267	16000	public	381883333	4
152267	16500	public	379408333	4
152267	17000	public	384266667	4
152267	17500	public	389033333	4
152267	18000	public	390225000	4
152267	18500	public	378400000	4
152267	19000	public	366483333	4
152267	4000	private	271307143	4
152267	4500	private	281403571	4
152267	5000	private	298257143	4
152267	5500	private	310278571	4
152267	6000	private	317153571	4
152267	6500	private	330982143	4
152267	7000	private	332946429	4
152267	7500	private	349132143	4
152267	8000	private	351960714	4
152267	8500	private	353767857	4
152267	9000	private	371525000	4
152267	9500	private	371564286	4
152267	10000	private	367400000	4
152267	10500	private	368892857	4
152267	11000	private	361035714	4
152267	11500	private	362410714	4
152267	12000	private	361467857	4
152267	12500	private	370032143	4
152267	13000	private	370857143	4
152267	13500	private	371642857	4
152267	14000	private	369089286	4
152267	14500	private	363275000	4
152267	15000	private	359385714	4
152267	15500	private	357617857	4
152267	16000	private	351764286	4
152267	16500	private	347325000	4
152267	17000	private	344457143	4
152267	17500	private	338485714	4
152267	18000	private	341903571	4
152267	18500	private	343042857	4
152267	19000	private	337935714	4
166297	4000	public	262808333	4
166297	4500	public	271333333	4
166297	5000	public	301491667	4
166297	5500	public	304975000	4
166297	6000	public	322666667	4
166297	6500	public	335500000	4
166297	7000	public	354383333	4
166297	7500	public	366300000	4
166297	8000	public	374916667	4
166297	8500	public	382983333	4
166297	9000	public	398291667	4
166297	9500	public	401500000	4
166297	10000	public	405808333	4
166297	10500	public	406450000	4
166297	11000	public	396091667	4
166297	11500	public	412225000	4
166297	12000	public	418641667	4
166297	12500	public	415433333	4
166297	13000	public	409383333	4
166297	13500	public	402966667	4
166297	14000	public	398750000	4
166297	14500	public	394625000	4
166297	15000	public	395083333	4
166297	15500	public	396733333	4
166297	16000	public	394900000	4
166297	16500	public	396275000	4
166297	17000	public	387016667	4
166297	17500	public	379591667	4
166297	18000	public	376475000	4
166297	18500	public	364283333	4
166297	19000	public	354841667	4
166297	4000	private	267653571	4
166297	4500	private	277357143	4
166297	5000	private	293503571	4
166297	5500	private	305367857	4
166297	6000	private	312714286	4
166297	6500	private	331571429	4
166297	7000	private	341550000	4
166297	7500	private	345085714	4
166297	8000	private	353178571	4
166297	8500	private	361507143	4
166297	9000	private	363589286	4
166297	9500	private	364571429	4
166297	10000	private	363510714	4
166297	10500	private	359307143	4
166297	11000	private	362960714	4
166297	11500	private	366260714	4
166297	12000	private	369010714	4
166297	12500	private	368028571	4
166297	13000	private	363550000	4
166297	13500	private	360800000	4
166297	14000	private	358678571	4
166297	14500	private	362803571	4
166297	15000	private	361821429	4
166297	15500	private	361900000	4
166297	16000	private	357185714	4
166297	16500	private	354239286	4
166297	17000	private	349564286	4
166297	17500	private	344103571	4
166297	18000	private	341510714	4
166297	18500	private	333378571	4
166297	19000	private	330353571	4
188179	4000	public	258316667	4
188179	4500	public	278116667	4
188179	5000	public	308458333	4
188179	5500	public	310200000	4
188179	6000	public	314050000	4
188179	6500	public	326058333	4
188179	7000	public	345033333	4
188179	7500	public	349158333	4
188179	8000	public	363733333	4
188179	8500	public	368958333	4
188179	9000	public	378033333	4
188179	9500	public	379041667	4
188179	10000	public	389216667	4
188179	10500	public	397008333	4
188179	11000	public	391325000	4
188179	11500	public	396275000	4
188179	12000	public	390225000	4
188179	12500	public	393616667	4
188179	13000	public	391783333	4
188179	13500	public	402966667	4
188179	14000	public	408466667	4
188179	14500	public	398291667	4
188179	15000	public	391508333	4
188179	15500	public	384266667	4
188179	16000	public	384908333	4
188179	16500	public	389491667	4
188179	17000	public	391416667	4
188179	17500	public	387841667	4
188179	18000	public	376200000	4
188179	18500	public	366850000	4
188179	19000	public	357316667	4
188179	4000	private	268007143	4
188179	4500	private	285450000	4
188179	5000	private	295232143	4
188179	5500	private	312557143	4
188179	6000	private	316407143	4
188179	6500	private	329332143	4
188179	7000	private	336128571	4
188179	7500	private	347717857	4
188179	8000	private	354828571	4
188179	8500	private	359660714	4
188179	9000	private	370700000	4
188179	9500	private	371053571	4
188179	10000	private	372192857	4
188179	10500	private	371210714	4
188179	11000	private	368146429	4
188179	11500	private	369953571	4
188179	12000	private	376475000	4
188179	12500	private	378950000	4
188179	13000	private	375807143	4
188179	13500	private	368657143	4
188179	14000	private	363942857	4
188179	14500	private	362803571	4
188179	15000	private	360210714	4
188179	15500	private	357814286	4
188179	16000	private	361467857	4
188179	16500	private	355575000	4
188179	17000	private	357107143	4
188179	17500	private	353139286	4
188179	18000	private	344771429	4
188179	18500	private	343278571	4
188179	19000	private	332435714	4
405157	4000	public	270141667	4
405157	4500	public	271883333	4
405157	5000	public	290858333	4
405157	5500	public	306900000	4
405157	6000	public	316891667	4
405157	6500	public	328533333	4
405157	7000	public	322666667	4
405157	7500	public	341458333	4
405157	8000	public	354750000	4
405157	8500	public	373541667	4
405157	9000	public	389858333	4
405157	9500	public	401958333	4
405157	10000	public	406358333	4
405157	10500	public	403883333	4
405157	11000	public	403425000	4
405157	11500	public	393891667	4
405157	12000	public	397466667	4
405157	12500	public	394716667	4
405157	13000	public	385825000	4
405157	13500	public	383716667	4
405157	14000	public	378308333	4
405157	14500	public	382250000	4
405157	15000	public	394625000	4
405157	15500	public	399483333	4
405157	16000	public	393433333	4
405157	16500	public	388391667	4
405157	17000	public	380141667	4
405157	17500	public	378216667	4
405157	18000	public	369233333	4
405157	18500	public	362633333	4
405157	19000	public	358233333	4
405157	4000	private	267653571	4
405157	4500	private	281835714	4
405157	5000	private	293346429	4
405157	5500	private	298257143	4
405157	6000	private	316760714	4
405157	6500	private	331414286	4
405157	7000	private	3.41e+08	4
405157	7500	private	338446429	4
405157	8000	private	346107143	4
405157	8500	private	349839286	4
405157	9000	private	354632143	4
405157	9500	private	353375000	4
405157	10000	private	358560714	4
405157	10500	private	357264286	4
405157	11000	private	366103571	4
405157	11500	private	366260714	4
405157	12000	private	365514286	4
405157	12500	private	358050000	4
405157	13000	private	356360714	4
405157	13500	private	351764286	4
405157	14000	private	348582143	4
405157	14500	private	352392857	4
405157	15000	private	347875000	4
405157	15500	private	343435714	4
405157	16000	private	345242857	4
405157	16500	private	343475000	4
405157	17000	private	343082143	4
405157	17500	private	333692857	4
405157	18000	private	333614286	4
405157	18500	private	330942857	4
405157	19000	private	322614286	4
491299	4000	public	254375000	4
491299	4500	public	285908333	4
491299	5000	public	289758333	4
491299	5500	public	297825000	4
491299	6000	public	310108333	4
491299	6500	public	311391667	4
491299	7000	public	329816667	4
491299	7500	public	353375000	4
491299	8000	public	371800000	4
491299	8500	public	377025000	4
491299	9000	public	385550000	4
491299	9500	public	412775000	4
491299	10000	public	398566667	4
491299	10500	public	399850000	4
491299	11000	public	390316667	4
491299	11500	public	387933333	4
491299	12000	public	407091667	4
491299	12500	public	404891667	4
491299	13000	public	405166667	4
491299	13500	public	402141667	4
491299	14000	public	399483333	4
491299	14500	public	395908333	4
491299	15000	public	404433333	4
491299	15500	public	397925000	4
491299	16000	public	395633333	4
491299	16500	public	392975000	4
491299	17000	public	385091667	4
491299	17500	public	377300000	4
491299	18000	public	375466667	4
491299	18500	public	367308333	4
491299	19000	public	357775000	4
491299	4000	private	257125000	4
491299	4500	private	285253571	4
491299	5000	private	295389286	4
491299	5500	private	313146429	4
491299	6000	private	314953571	4
491299	6500	private	326189286	4
491299	7000	private	337935714	4
491299	7500	private	341196429	4
491299	8000	private	346657143	4
491299	8500	private	356203571	4
491299	9000	private	362764286	4
491299	9500	private	367596429	4
491299	10000	private	372900000	4
491299	10500	private	376278571	4
491299	11000	private	376435714	4
491299	11500	private	378242857	4
491299	12000	private	377103571	4
491299	12500	private	372546429	4
491299	13000	private	374785714	4
491299	13500	private	375296429	4
491299	14000	private	369364286	4
491299	14500	private	368539286	4
491299	15000	private	368814286	4
491299	15500	private	359817857	4
491299	16000	private	360014286	4
491299	16500	private	357225000	4
491299	17000	private	356675000	4
491299	17500	private	357657143	4
491299	18000	private	346657143	4
491299	18500	private	350939286	4
491299	19000	private	343239286	4
531911	4000	public	258683333	4
531911	4500	public	291775000	4
531911	5000	public	308183333	4
531911	5500	public	319091667	4
531911	6000	public	320283333	4
531911	6500	public	336966667	4
531911	7000	public	341458333	4
531911	7500	public	364283333	4
531911	8000	public	367491667	4
531911	8500	public	378583333	4
531911	9000	public	394716667	4
531911	9500	public	396091667	4
531911	10000	public	401683333	4
531911	10500	public	399391667	4
531911	11000	public	413141667	4
531911	11500	public	409566667	4
531911	12000	public	407183333	4
531911	12500	public	404983333	4
531911	13000	public	398200000	4
531911	13500	public	387566667	4
531911	14000	public	385275000	4
531911	14500	public	372350000	4
531911	15000	public	390225000	4
531911	15500	public	380050000	4
531911	16000	public	373541667	4
531911	16500	public	379591667	4
531911	17000	public	372625000	4
531911	17500	public	370700000	4
531911	18000	public	374550000	4
531911	18500	public	369416667	4
531911	19000	public	365016667	4
531911	4000	private	264707143	4
531911	4500	private	285882143	4
531911	5000	private	298492857	4
531911	5500	private	304032143	4
531911	6000	private	316878571	4
531911	6500	private	323085714	4
531911	7000	private	337660714	4
531911	7500	private	342807143	4
531911	8000	private	359503571	4
531911	8500	private	361821429	4
531911	9000	private	363550000	4
531911	9500	private	366889286	4
531911	10000	private	366850000	4
531911	10500	private	365475000	4
531911	11000	private	369796429	4
531911	11500	private	364257143	4
531911	12000	private	358207143	4
531911	12500	private	358364286	4
531911	13000	private	351057143	4
531911	13500	private	351685714	4
531911	14000	private	348739286	4
531911	14500	private	350350000	4
531911	15000	private	349760714	4
531911	15500	private	348621429	4
531911	16000	private	352196429	4
531911	16500	private	344103571	4
531911	17000	private	346303571	4
531911	17500	private	344771429	4
531911	18000	private	342335714	4
531911	18500	private	329607143	4
531911	19000	private	329135714	4
542981	4000	public	253458333	4
542981	4500	public	266658333	4
542981	5000	public	296266667	4
542981	5500	public	298375000	4
542981	6000	public	324041667	4
542981	6500	public	329083333	4
542981	7000	public	338433333	4
542981	7500	public	350166667	4
542981	8000	public	349800000	4
542981	8500	public	372716667	4
542981	9000	public	384908333	4
542981	9500	public	382800000	4
542981	10000	public	392058333	4
542981	10500	public	390500000	4
542981	11000	public	402416667	4
542981	11500	public	410758333	4
542981	12000	public	406816667	4
542981	12500	public	3.96e+08	4
542981	13000	public	397191667	4
542981	13500	public	391600000	4
542981	14000	public	404250000	4
542981	14500	public	405258333	4
542981	15000	public	401041667	4
542981	15500	public	391600000	4
542981	16000	public	381425000	4
542981	16500	public	376291667	4
542981	17000	public	381516667	4
542981	17500	public	375100000	4
542981	18000	public	365566667	4
542981	18500	public	355116667	4
542981	19000	public	341183333	4
542981	4000	private	260660714	4
542981	4500	private	287217857	4
542981	5000	private	300457143	4
542981	5500	private	309767857	4
542981	6000	private	323125000	4
542981	6500	private	324892857	4
542981	7000	private	338957143	4
542981	7500	private	348857143	4
542981	8000	private	360800000	4
542981	8500	private	362764286	4
542981	9000	private	361467857	4
542981	9500	private	364728571	4
542981	10000	private	363117857	4
542981	10500	private	367714286	4
542981	11000	private	372821429	4
542981	11500	private	374746429	4
542981	12000	private	377221429	4
542981	12500	private	373214286	4
542981	13000	private	373489286	4
542981	13500	private	364100000	4
542981	14000	private	361035714	4
542981	14500	private	362960714	4
542981	15000	private	356125000	4
542981	15500	private	362528571	4
542981	16000	private	359817857	4
542981	16500	private	351803571	4
542981	17000	private	350350000	4
542981	17500	private	344457143	4
542981	18000	private	335185714	4
542981	18500	private	332592857	4
542981	19000	private	328350000	4
817111	4000	public	243833333	4
817111	4500	public	270875000	4
817111	5000	public	296816667	4
817111	5500	public	315975000	4
817111	6000	public	330825000	4
817111	6500	public	331375000	4
817111	7000	public	340358333	4
817111	7500	public	347050000	4
817111	8000	public	347691667	4
817111	8500	public	370425000	4
817111	9000	public	374366667	4
817111	9500	public	386650000	4
817111	10000	public	398750000	4
817111	10500	public	403791667	4
817111	11000	public	401225000	4
817111	11500	public	411308333	4
817111	12000	public	408650000	4
817111	12500	public	402050000	4
817111	13000	public	398475000	4
817111	13500	public	3.96e+08	4
817111	14000	public	404158333	4
817111	14500	public	393891667	4
817111	15000	public	394441667	4
817111	15500	public	384450000	4
817111	16000	public	374916667	4
817111	16500	public	380508333	4
817111	17000	public	371708333	4
817111	17500	public	372166667	4
817111	18000	public	362450000	4
817111	18500	public	366941667	4
817111	19000	public	357408333	4
817111	4000	private	261642857	4
817111	4500	private	274410714	4
817111	5000	private	295507143	4
817111	5500	private	311653571	4
817111	6000	private	324932143	4
817111	6500	private	338053571	4
817111	7000	private	344417857	4
817111	7500	private	339192857	4
817111	8000	private	342846429	4
817111	8500	private	357460714	4
817111	9000	private	353414286	4
817111	9500	private	366221429	4
817111	10000	private	369678571	4
817111	10500	private	373017857	4
817111	11000	private	373332143	4
817111	11500	private	361939286	4
817111	12000	private	360721429	4
817111	12500	private	362764286	4
817111	13000	private	366653571	4
817111	13500	private	360642857	4
817111	14000	private	364217857	4
817111	14500	private	364689286	4
817111	15000	private	363667857	4
817111	15500	private	357735714	4
817111	16000	private	353178571	4
817111	16500	private	348425000	4
817111	17000	private	338839286	4
817111	17500	private	333142857	4
817111	18000	private	333378571	4
817111	18500	private	332239286	4
817111	19000	private	332396429	4
862307	4000	public	265558333	4
862307	4500	public	274633333	4
862307	5000	public	301125000	4
862307	5500	public	308825000	4
862307	6000	public	320100000	4
862307	6500	public	331925000	4
862307	7000	public	355025000	4
862307	7500	public	365108333	4
862307	8000	public	366575000	4
862307	8500	public	392975000	4
862307	9000	public	403975000	4
862307	9500	public	397741667	4
862307	10000	public	388208333	4
862307	10500	public	396458333	4
862307	11000	public	407825000	4
862307	11500	public	403150000	4
862307	12000	public	407366667	4
862307	12500	public	411491667	4
862307	13000	public	406450000	4
862307	13500	public	402600000	4
862307	14000	public	396183333	4
862307	14500	public	388391667	4
862307	15000	public	388850000	4
862307	15500	public	382066667	4
862307	16000	public	383625000	4
862307	16500	public	393525000	4
862307	17000	public	391325000	4
862307	17500	public	386008333	4
862307	18000	public	383258333	4
862307	18500	public	376933333	4
862307	19000	public	373633333	4
862307	4000	private	261760714	4
