num_iterations	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	y	dob	eol	error.message	exec.time	ei	error.model	train.time	prop.type	propose.time	se	mean	iter
2047	0.15758468166868	0.466914969009508	940	141	0.925129451642198	147			36.4369999999999	-0.000636762351245781		0.498999999999796	infill_ei	0.908000000000357	0.003472540159893	0.92839457159706	167
1147	0.0781040302129002	0.998855105606461	24	1	0.925052201879286	109			15.3989999999999	-0.00119142540098645		0.304999999999836	infill_ei	0.788000000000011	0.00560905790958073	0.927407528205509	129
2048	0.127516403281866	0.973802592777826	1445	677	0.925034690628127	106			26.4769999999999	-0.00133247258769104		0.284000000000106	infill_ei	0.788000000000011	0.00693944477890556	0.926352049565564	126
1932	0.0159740334295685	0.101330073883998	1699	314	0.925028586323665	12			26.351	-0.0151780465318107		0.0579999999999927	infill_ei	0.483000000000004	0.047196796455804	0.917084275194054	32
1977	0.103401063334993	0.374470327340492	89	709	0.924901083470712	0			25.473				initdesign				16
1111	0.155176332087642	0.430971162213232	1481	766	0.924898218581139	14			16.0360000000001	-0.0139799352000629		0.0520000000000209	infill_ei	0.490999999999985	0.0247915505331675	0.932351056786206	34
1564	0.231385343276458	0.737146095105678	1824	956	0.924717394899296	72			17.7369999999999	-0.00277770556379398		0.144000000000005	infill_ei	0.688000000000102	0.00838354040899962	0.928750876539305	92
1722	0.0105828642359092	0.12887021212758	798	603	0.924682531256722	51			21.876	-0.0042889377087668		0.1099999999999	infill_ei	0.621999999999844	0.0139851741377806	0.927148984424413	71
838	0.222816390144568	0.33854987354731	76	324	0.924542067893518	277			12.7349999999997	-0.000118764759744672		1.16100000000006	infill_ei	1.25700000000052	0.0026382032670673	0.926854093360952	297
1231	0.264002544441852	0.439247284191436	24	208	0.924491647230148	223			16.9120000000003	-0.000543371036238376		0.788000000000466	infill_ei	1.10099999999966	0.00204856204308294	0.929675027391875	243
794	0.29990016440346	0.793673921476085	9	128	0.924486301452428	95			8.28500000000008	-0.00170674604748612		0.844000000000051	infill_ei	0.83199999999988	0.00843417603556856	0.925859879842999	115
1337	0.0984802887072537	0.774109686770457	1830	752	0.924485412127382	248			14.8150000000005	-0.000191079868415382		1.04600000000028	infill_ei	1.17999999999938	0.00235334091291962	0.927912623502185	268
2041	0.0703686650644483	0.99996911238302	272	984	0.924463249459325	81			21.3710000000001	-0.00243558975932732		0.171999999999798	infill_ei	0.70699999999988	0.0105032939475958	0.92579600164309	101
1618	0.102184689826479	0.968461618162083	1099	1352	0.924457658475063	197			15.404	-0.000146451848298468		0.726999999999862	infill_ei	1.0329999999999	0.0037933699146275	0.925076149167957	217
2046	0.237985006071339	0.749739976053463	1669	208	0.92436269515769	93			29.4759999999999	-0.00167780608804465		0.222999999999956	infill_ei	0.747000000000071	0.0072970576085641	0.927023614131227	113
2045	0.0119305291236945	0.955907440684778	1822	847	0.924345774033014	36			22.189	-0.00693523492046141		0.0779999999999745	infill_ei	0.571999999999889	0.0257661949533839	0.921059472888643	56
2043	0.10576183512178	0.516515244420922	2019	990	0.924344361624571	116			29.1289999999999	-0.00109895982507947		0.284000000000106	infill_ei	0.807999999999993	0.00550755167980978	0.927230430572069	136
2048	0.0876428475955792	0.823759203339348	90	101	0.924297023069037	215			34.7600000000002	-0.000480745222459852		0.671999999999571	infill_ei	1.08100000000013	0.00160442180299381	0.92994895824434	235
1572	0.061347817580842	0.101899426179887	1990	1008	0.924190744206436	3			16.763	-0.0246584331706453		0.0380000000000109	infill_ei	0.451000000000022	0.0725100902836679	0.915920059195328	23
2046	0.0531870696538952	0.153062808059782	2022	730	0.924171152134271	78			25.1600000000001	-0.00258490537019984		0.155999999999949	infill_ei	0.696999999999889	0.00860992842672621	0.928093723735131	98
1123	0.0792886359226656	0.830442358864892	1018	857	0.924140243490401	89			12.4069999999999	-0.00199996632839789		0.199999999999818	infill_ei	0.725000000000136	0.0071530913147083	0.928043657691758	109
